  1.000000 5
upgrad 0.008333 19
upheld 0.003205 21
uphold 0.005128 20
upn 0.018590 18
upper 0.010897 19
upperclassmen 0.000641 22
uproar 0.004487 21
upscal 0.007051 20
upset 0.019872 17
upsid 0.005128 18
upstart 0.002564 19
upsurg 0.001923 20
upsw 0.001923 21
upward 0.000641 22
urban 0.022436 16
urg 0.031410 14
urge 0.021795 15
urgenc 0.001923 17
urgent 0.013462 16
urin 0.003846 18
urinari 0.005769 17
urolog 0.001923 18
urologist 0.000641 20
ursula 0.001923 19
us 0.077564 12
usa 0.025000 17
usda 0.001923 19
use 0.008333 18
user 0.031410 16
usher 0.004487 17
usual 0.057051 15
utah 0.008974 20
uterin 0.005128 22
uteru 0.002564 23
util 0.007051 21
utmost 0.001923 23
utter 0.001923 24
utterli 0.005769 22
uunet 0.004487 23
va 0.001923 26
vacant 0.002564 25
vacat 0.004487 24
vaccin 0.012821 19
vagin 0.002564 22
vague 0.003846 21
vajna 0.002564 22
valentin 0.004487 20
valeri 0.003846 21
valid 0.002564 22
vallei 0.013462 18
valu 0.015385 17
valuabl 0.009615 18
valuat 0.002564 19
value 0.037179 16
valve 0.001923 18
vamp 0.000641 19
vampir 0.000641 20
van 0.026282 17
vancomycin 0.000641 20
vancouv 0.010897 19
vandal 0.003205 21
vander 0.005128 20
vanderbilt 0.000641 22
vanessa 0.004487 21
vaniti 0.003205 22
vanzetti 0.001923 23
vari 0.023718 18
variabl 0.002564 21
variant 0.003205 20
variat 0.010897 19
varieti 0.069872 14
variou 0.032051 15
vascular 0.007051 20
vasquez 0.001923 21
vast 0.012179 19
vastli 0.007051 21
vatican 0.001923 23
vaughn 0.000641 24
vault 0.002564 22
vega 0.010897 20
veget 0.008974 21
vehem 0.003205 22
vehicl 0.017949 18
vein 0.006410 19
veloc 0.002564 22
velvet 0.002564 21
vendor 0.005128 20
venic 0.019872 17
venou 0.001923 19
vent 0.003846 18
ventil 0.002564 19
ventur 0.019872 16
venu 0.003846 18
venue 0.009615 17
verbal 0.005128 19
verdict 0.004487 21
verge 0.003846 22
verifi 0.004487 20
vermont 0.007692 18
versac 0.000641 20
versatil 0.003205 19
verse 0.001923 20
version 0.069872 13
versu 0.017308 17
vessel 0.013462 18
vet 0.004487 19
veteran 0.051282 16
veto 0.003846 18
vetoe 0.001923 19
via 0.032692 17
viabil 0.001923 20
viable 0.005769 19
viacheslav 0.000641 20
viacom 0.009615 18
vibe 0.002564 20
vibrant 0.004487 19
vic 0.003205 20
vicario 0.001923 21
vice 0.058974 15
vicini 0.001923 20
viciou 0.003205 19
vicki 0.003205 18
victim 0.018590 17
victor 0.004487 18
victori 0.042949 16
victoria 0.002564 17
video 0.067949 14
videotap 0.015385 18
vienna 0.005769 20
vietnam 0.007692 19
view 0.053205 17
viewer 0.039103 18
viewership 0.000641 24
vigil 0.002564 23
vigor 0.003846 22
vijai 0.002564 23
villag 0.011538 21
villain 0.007051 22
villard 0.002564 26
villeneuv 0.000641 27
vince 0.005769 25
vincent 0.006410 24
ving 0.001923 25
vintag 0.006410 23
violat 0.026923 20
violenc 0.022436 21
violent 0.017308 22
violin 0.001923 25
viral 0.007051 24
virgin 0.000641 25
virginia 0.012821 23
virsa 0.002564 24
virtual 0.027564 19
virtuoso 0.002564 21
viru 0.020513 20
virus 0.007051 22
visa 0.004487 24
viscer 0.002564 25
visibl 0.006410 23
visibli 0.001923 24
vision 0.012179 21
visit 0.060897 16
visitor 0.012179 23
vista 0.006410 24
visual 0.021154 22
vita 0.002564 25
vital 0.009615 24
vitamin 0.018590 23
vitro 0.003846 28
vivica 0.001923 29
vividli 0.003846 27
vivienn 0.001923 28
vladimir 0.005769 26
vocal 0.011538 25
vocalist 0.011538 24
vogel 0.002564 26
voic 0.005128 25
voice 0.040385 21
voiceov 0.002564 28
void 0.003846 27
voland 0.005769 26
volatil 0.004487 27
volcan 0.001923 29
volcano 0.001923 28
volum 0.013462 25
volunt 0.009615 26
voluntari 0.000641 30
voluntarili 0.000641 29
vomit 0.001923 28
von 0.007692 27
voodoo 0.001923 28
vot 0.022436 24
vote 0.000641 27
voter 0.006410 26
vow 0.019231 25
vp 0.008974 28
vulner 0.009615 27
wacki 0.003846 28
wag 0.010256 26
wage 0.028205 23
wagner 0.001923 26
wahlberg 0.002564 25
wail 0.000641 26
wait 0.027564 24
waiter 0.003205 27
waiv 0.005128 26
wak 0.002564 27
wake 0.012179 25
waldo 0.001923 27
waldorf 0.001923 28
wale 0.007051 26
walk 0.038462 22
walker 0.002564 23
wall 0.045513 20
wallac 0.004487 23
walli 0.003846 24
walsch 0.005128 22
walsh 0.001923 23
walt 0.026282 21
walter 0.017949 22
waltz 0.001923 25
wander 0.004487 24
wang 0.005128 23
wanna 0.001923 24
war 0.047436 19
ward 0.007051 22
warden 0.001923 26
warehous 0.001923 25
warfar 0.003846 24
wari 0.003846 23
warm 0.010897 21
warmer 0.002564 23
warmth 0.003846 22
warn 0.044231 20
warner 0.048077 18
warrant 0.003205 21
warren 0.004487 20
warrior 0.001923 23
warsaw 0.001923 22
wartim 0.004487 21
wash 0.010897 19
washington 0.000641 22
wast 0.001923 21
waste 0.005128 20
watanab 0.003205 21
watch 0.055769 17
watchdog 0.005769 22
watcher 0.004487 23
water 0.020513 21
waterg 0.003846 24
watson 0.004487 23
wav 0.001923 24
wave 0.015385 22
wavephor 0.002564 26
wavetop 0.001923 27
wax 0.002564 25
wayan 0.007051 24
wayne 0.012179 23
wb 0.029487 20
we 0.000641 22
weak 0.023718 21
weaken 0.006410 24
weaker 0.004487 26
weakest 0.001923 27
wealth 0.005769 25
wealthi 0.007692 23
wealthiest 0.000641 24
weapon 0.012179 22
wear 0.032692 19
weather 0.015385 20
weaver 0.004487 21
web 0.055128 18
webber 0.001923 21
weber 0.001923 22
websit 0.002564 20
webtv 0.003846 19
wed 0.061538 15
wednesdai 7.797436 0
week 0.221795 3
weekend 0.050000 8
weekli 0.034615 11
weeklong 0.001923 15
weep 0.004487 14
weigh 0.011538 13
weight 0.027564 12
weil 0.003205 15
weiner 0.003846 14
weinrich 0.000641 16
weinstein 0.000641 17
weir 0.001923 15
weird 0.004487 13
weisbach 0.001923 15
weitz 0.001923 16
weizman 0.002564 14
welcom 0.037821 10
wellcom 0.002564 12
wendi 0.007692 11
wept 0.001923 15
werewolf 0.001923 14
werner 0.003205 13
weslei 0.005769 12
west 0.038462 9
western 0.028846 10
westinghous 0.000641 15
westminst 0.000641 14
weston 0.001923 13
westport 0.004487 12
westwood 0.003846 13
wga 0.002564 14
wgaw 0.002564 15
whaler 0.001923 16
whatev 0.010256 11
wheatlei 0.001923 14
wheel 0.005769 13
whenev 0.003846 14
wherea 0.007692 12
wherev 0.003846 14
whip 0.006410 13
whisper 0.005128 14
whistle 0.001923 15
white 0.064103 7
whitnei 0.003846 11
wholeheartedli 0.000641 12
wholesal 0.006410 10
whom 0.045513 9
whoopi 0.003205 10
wick 0.002564 11
wide 0.056410 8
widen 0.007692 12
wider 0.010897 11
widescreen 0.000641 14
widespread 0.000641 13
widow 0.000641 14
wield 0.002564 12
wife 0.039103 10
wild 0.014103 11
wildcard 0.002564 13
wilder 0.007051 12
wildest 0.003205 14
wildli 0.006410 13
wilford 0.002564 14
will 0.041026 9
willi 0.005128 10
william 0.081410 6
willie 0.006410 8
willing 0.002564 10
willingli 0.000641 11
wilshir 0.005769 9
wilson 0.007692 7
wilt 0.001923 8
wim 0.000641 9
win 0.105128 5
winchell 0.001923 11
wind 0.018590 10
window 0.021154 9
wine 0.010256 11
winfrei 0.008974 12
wing 0.016667 10
winless 0.001923 11
winner 0.049359 8
winnie 0.002564 12
winningest 0.000641 13
winston 0.002564 11
winter 0.014103 10
winwood 0.001923 11
wip 0.000641 12
wir 0.025000 9
wire 0.051282 7
wireless 0.005128 11
wisconsin 0.000641 13
wisdom 0.002564 12
wise 0.006410 10
wisecrack 0.000641 11
wish 0.011538 9
wishe 0.001923 11
wishmast 0.006410 10
wit 0.026282 8
witch 0.001923 12
withdraw 0.006410 11
withdrawn 0.000641 12
withdrew 0.006410 10
withhold 0.003846 11
witti 0.003205 12
wive 0.007051 9
wizard 0.001923 13
wnba 0.001923 12
woefulli 0.003205 11
wolf 0.005769 10
wolfe 0.003846 11
wolk 0.001923 12
woman 0.076923 6
women 0.107051 4
won 0.094231 5
wonder 0.025641 7
wong 0.001923 9
woo 0.006410 8
wood 0.000641 10
woodi 0.005128 9
wool 0.001923 11
woosnam 0.002564 10
word 0.064744 6
wore 0.010256 8
work 0.001923 9
worker 0.031410 7
workplac 0.003846 9
workshop 0.003205 10
workstat 0.004487 8
world 1.000000 2
worldcom 0.011538 5
worldwid 0.033974 4
wormwood 0.005128 7
worn 0.012821 6
worri 0.017308 5
worse 0.007692 7
worsen 0.003846 8
worst 0.007692 6
worth 0.047436 3
worthi 0.007051 7
worthwhil 0.000641 8
wound 0.008333 6
wow 0.002564 7
wrap 0.019231 5
wreck 0.006410 7
wrestl 0.001923 8
wright 0.000641 9
wrist 0.007692 6
writ 0.046154 4
write 1.000000 1
writer 0.046795 5
written 0.055128 4
wrong 0.022436 5
wrongdo 0.003846 6
wrongli 0.001923 7
wrote 0.062821 3
wta 0.002564 5
wto 0.001923 6
wu 0.003205 4
wulfhorst 0.000641 7
xena 0.002564 6
y 0.002564 5
yahoo 1.000000 2
yale 0.005769 6
yank 0.016026 5
yankee 0.012179 6
yaphet 0.001923 9
yard 0.000641 11
yarn 0.000641 10
ye 0.004487 8
yearn 0.001923 10
yell 0.003846 9
yellow 0.005769 7
yen 0.004487 9
yesterdai 0.000641 10
yevgeni 0.005128 8
yield 0.019231 4
yomiuri 0.003846 5
york 0.469872 3
yorker 0.001923 7
youngster 0.000641 8
yourself 0.005128 6
youth 0.019872 5
yugoslav 0.003205 6
yugoslavia 0.000641 8
yuri 0.001923 7
yve 0.000641 9
zabarenko 0.000641 10
zaillian 0.001923 8
zanuck 0.001923 9
zdnet 0.023718 4
zealand 0.004487 7
zeidler 0.007692 6
zeitgeist 0.000641 9
zengerl 0.001923 8
zero 0.003846 7
zest 0.001923 10
zhang 0.002564 9
ziegler 0.002564 10
zoe 0.003205 8
zone 0.012821 5
zvereva 0.002564 6
 1.000000 5
aaron 0.007692 11
abandon 0.014103 10
abba 0.004487 12
abbei 0.009615 11
abbrevi 0.002564 12
abc 0.059615 9
abdomen 0.001923 12
abdomin 0.003846 11
abid 0.001923 13
abigail 0.001923 12
abil 0.050641 10
able 0.086538 8
abnorm 0.012179 15
abnorma 0.005128 17
aboard 0.005128 16
abort 0.016026 14
abound 0.001923 17
abraham 0.003846 16
abridg 0.003205 18
abroad 0.003205 17
abrupt 0.002564 18
abruptli 0.004487 15
absenc 0.017949 13
absent 0.004487 15
absinth 0.002564 16
absolut 0.016026 14
absorb 0.007051 15
abstain 0.001923 18
abstract 0.002564 17
absurd 0.002564 16
abus 0.028846 12
ac 0.002564 14
academ 0.005769 13
academi 0.048077 11
acceler 0.006410 12
accent 0.005769 13
accept 0.051282 10
access 0.063462 9
accid 0.031410 10
accident 0.008333 12
acclaim 0.016667 11
accolad 0.003205 12
accommod 0.003205 13
accompani 0.000641 15
accomplic 0.000641 16
accomplish 0.000641 14
accord 0.260256 7
account 0.051923 12
accredit 0.002564 15
accumul 0.010256 14
accur 0.007051 15
accuraci 0.004487 16
accus 0.046154 13
accustom 0.001923 17
ace 0.007051 16
ach 0.005128 17
ache 0.003205 18
achiev 0.036538 15
acid 0.008974 16
acknowledg 0.000641 18
aclu 0.003205 17
acquir 0.044872 14
acquisit 0.031410 15
acquit 0.001923 17
acre 0.008333 16
act 0.074359 11
action 0.074359 12
activ 0.083333 10
activist 0.005128 11
actor 0.083974 9
actress 0.057692 11
actual 0.061538 10
acut 0.010256 11
ad 0.175000 8
ada 0.000641 16
adam 0.022436 15
adapt 0.032692 14
addict 0.015385 15
addition 0.071795 13
address 0.028846 16
adelaid 0.000641 20
adenosin 0.001923 19
adept 0.007692 18
adequ 0.014744 17
adher 0.007051 20
adjourn 0.001923 21
adjunct 0.001923 22
adjust 0.010897 19
administ 0.011538 18
administr 0.000641 20
admir 0.010256 19
admiss 0.009615 20
admit 0.052564 15
admittedli 0.000641 19
adob 0.002564 18
adolesc 0.012179 17
adolf 0.002564 19
adolph 0.004487 18
adopt 0.017949 16
ador 0.003846 18
adorn 0.001923 20
adren 0.002564 19
adrian 0.003846 17
adriana 0.002564 18
adult 0.067949 14
adulter 0.002564 17
adulthood 0.000641 18
advanc 0.049359 16
advantag 0.017949 18
advent 0.001923 20
adventur 0.008333 19
advers 0.007051 20
advertis 0.031410 17
advic 0.010897 19
advis 0.029487 18
advisori 0.008974 21
advoc 0.022436 20
advocaci 0.002564 21
aesthet 0.001923 22
affair 0.028205 19
affect 0.066026 15
affer 0.001923 20
affili 0.013462 19
affirm 0.002564 22
affleck 0.001923 24
afflict 0.001923 23
afford 0.007051 21
afi 0.007692 20
aficionado 0.000641 22
afraid 0.007051 21
africa 0.017949 18
african 0.019231 17
aftermath 0.000641 20
afternoon 0.000641 19
aftershock 0.000641 20
afterward 0.000641 18
ag 0.028846 16
age 0.088462 12
agenc 0.060897 13
agenda 0.003846 15
agent 0.044872 14
aggrav 0.002564 17
aggress 0.029487 16
agne 0.001923 17
agnieszka 0.000641 18
ago 0.035897 15
agon 0.001923 16
agoni 0.001923 17
agree 0.089103 11
agreeabl 0.002564 14
agreem 0.046795 13
agricultur 0.000641 16
aha 0.001923 15
ahead 0.046795 14
ahm 0.001923 16
ahmanson 0.002564 15
aid 0.059615 12
aidan 0.002564 15
aide 0.012179 14
ail 0.000641 16
ailment 0.004487 15
aim 0.055128 13
air 0.091667 10
airbag 0.003846 14
airborn 0.003846 13
aircraft 0.005769 12
aire 0.005128 14
airlin 0.004487 15
airwai 0.005128 13
akin 0.000641 15
akira 0.001923 14
al 0.048077 11
alabama 0.005128 13
alain 0.002564 14
alan 0.046795 12
alarm 0.013462 15
alaska 0.001923 17
albeit 0.002564 16
albert 0.037179 14
alberto 0.002564 16
albright 0.003846 15
album 0.042949 13
alc 0.002564 16
alcohol 0.023077 15
alec 0.006410 17
alert 0.016667 16
alex 0.010897 18
alexand 0.007051 20
alexandra 0.000641 22
alfr 0.005128 21
alfre 0.001923 22
ali 0.010897 19
alic 0.009615 21
alicia 0.001923 22
alien 0.009615 20
alik 0.001923 22
alison 0.002564 21
aliv 0.012821 17
allan 0.003205 18
alleg 0.033974 14
allegedli 0.000641 18
allegheni 0.000641 19
allei 0.003205 17
allel 0.001923 18
allen 0.013462 16
allerg 0.003846 18
allergen 0.001923 19
allergi 0.010897 17
allevi 0.003846 19
alli 0.008333 18
allianc 0.018590 15
allman 0.001923 16
alloc 0.001923 17
allow 0.164744 9
allud 0.002564 14
allur 0.004487 13
almodovar 0.000641 16
aloft 0.001923 15
alomar 0.002564 14
alongsid 0.007692 12
aloof 0.001923 14
alou 0.003205 13
alpha 0.002564 14
alphabet 0.001923 16
altar 0.001923 15
alter 0.014744 11
altern 0.023718 10
althorp 0.003205 12
alzheim 0.003846 11
am 0.454487 6
amanda 0.005128 11
amass 0.001923 12
amaz 0.008333 10
ambassador 0.000641 14
ambigu 0.002564 13
ambiti 0.005769 12
ambition 0.005769 11
ambros 0.002564 12
ambul 0.002564 13
amc 0.001923 14
amend 0.020513 9
america 0.066667 8
american 0.225000 7
ameritech 0.000641 16
ameritrad 0.000641 15
ami 0.011538 14
amid 0.012821 13
amidst 0.001923 15
amnesia 0.001923 16
amongst 0.003205 14
amor 0.001923 15
amount 0.051282 12
ample 0.000641 16
amsterdam 0.000641 17
amus 0.005769 15
an 0.016667 14
ana 0.001923 17
analges 0.002564 16
analog 0.000641 17
analogi 0.002564 15
analysi 0.017949 13
analyst 0.062179 11
analyz 0.008974 13
anatom 0.001923 14
anchor 0.019872 12
ancient 0.010897 15
ancillari 0.000641 16
anderson 0.015385 14
andi 0.016026 13
andre 0.003846 15
andrea 0.008333 14
andrei 0.003205 15
andrew 0.062821 10
anem 0.000641 13
anesthet 0.001923 12
aneurysm 0.006410 11
ang 0.002564 12
ange 0.000641 13
angel 0.128846 9
angela 0.006410 13
angelika 0.001923 15
angelo 0.002564 14
angelu 0.001923 15
anger 0.019231 12
angie 0.004487 14
angioplasti 0.000641 16
angle 0.001923 15
anglo 0.001923 16
angri 0.011538 13
angrili 0.002564 15
angst 0.003846 14
anguish 0.002564 15
anim 0.052564 11
anita 0.003205 14
anke 0.003846 13
ankl 0.002564 15
ankle 0.002564 14
anna 0.007692 12
annal 0.006410 13
annaud 0.001923 16
anne 0.000641 17
annie 0.001923 15
anniversari 0.000641 16
annoi 0.005769 14
announc 0.114103 10
annoy 0.001923 15
annual 0.000641 16
anonym 0.005769 14
answer 0.028846 13
ante 0.000641 16
anthem 0.003205 15
anthoni 0.023077 14
antibiot 0.014103 16
antibodi 0.005128 19
antic 0.003846 20
anticip 0.010256 18
antidepress 0.000641 22
antigen 0.001923 21
antihypertens 0.000641 22
antimicrobi 0.000641 23
antioxid 0.003205 20
antiqu 0.003205 19
antiretrovir 0.000641 20
antitrust 0.000641 21
antonio 0.012179 17
antwerp 0.002564 19
anxieti 0.005769 18
anxiou 0.003205 20
anxious 0.002564 21
anytim 0.004487 19
aol 0.014103 15
aorta 0.001923 17
apart 0.012821 16
aphrodisiac 0.000641 18
apiec 0.004487 17
apolog 0.000641 19
apologi 0.000641 20
apoptosi 0.001923 18
appar 0.033974 12
appeal 0.037179 11
appear 0.210256 8
appet 0.002564 16
appetit 0.005769 15
applaud 0.003205 17
applaus 0.005128 16
apple 0.016667 14
appleg 0.002564 15
appli 0.025641 13
applic 0.025000 14
appoint 0.018590 15
appreci 0.004487 16
approach 0.038462 12
appropri 0.026282 13
approv 0.055769 11
approxim 0.012179 15
april 0.018590 14
apron 0.002564 17
apt 0.000641 20
arab 0.002564 19
arantxa 0.002564 18
arbitr 0.001923 20
arbitrari 0.000641 21
arcadia 0.001923 19
archer 0.001923 20
architect 0.000641 22
architectur 0.000641 21
archiv 0.010897 16
ardent 0.002564 18
arena 0.000641 19
argentin 0.007692 17
argentina 0.000641 18
argu 0.017308 15
arguabl 0.003846 17
argue 0.013462 16
argum 0.007692 18
ari 0.003205 19
aria 0.002564 21
arief 0.003205 20
aris 0.009615 17
arizona 0.008333 18
arkansa 0.005128 20
arkin 0.001923 21
arlen 0.005769 19
arlington 0.000641 20
arm 0.027564 13
armani 0.002564 15
armi 0.020513 14
armin 0.001923 17
arnaud 0.001923 18
arnold 0.008974 16
arquett 0.002564 18
arrai 0.005769 17
arrang 0.018590 15
arrest 0.016026 16
arriv 0.038462 12
arrog 0.002564 14
arrow 0.001923 15
arsenio 0.003205 13
arshad 0.001923 14
art 0.103846 10
arteri 0.019231 13
arthous 0.006410 17
arthriti 0.007692 16
arthroscop 0.000641 17
arthur 0.011538 15
arti 0.001923 16
articl 0.016026 14
artifici 0.005769 15
artist 0.060256 12
arturo 0.002564 18
artwork 0.001923 19
arundhati 0.000641 20
ascend 0.003205 17
asham 0.003205 18
ashlei 0.011538 16
asia 0.009615 18
asian 0.010256 17
asid 0.014744 15
asleep 0.001923 17
asner 0.003846 16
aspect 0.018590 14
aspidistra 0.000641 17
aspir 0.007051 16
assassin 0.008333 15
assault 0.021795 13
assembl 0.008333 16
assembli 0.005769 18
assert 0.006410 17
assess 0.012179 15
asset 0.017949 14
assign 0.017949 15
assist 0.066667 11
associ 0.169872 9
assort 0.002564 19
assum 0.017308 18
assumpt 0.002564 20
assur 0.014103 19
asthma 0.006410 22
astonish 0.003846 24
astro 0.001923 26
ate 0.002564 25
athen 0.003846 23
atherosclerosi 0.000641 24
athlet 0.010897 21
atkin 0.003846 22
atkinson 0.001923 23
atlant 0.000641 24
atlanta 0.010897 20
atmospher 0.000641 23
atom 0.008974 22
atop 0.008974 21
atp 0.000641 22
attach 0.024359 17
attack 0.041026 16
attempt 0.054487 15
attend 0.061538 14
attende 0.001923 17
attent 0.036538 16
attitud 0.012821 18
attornei 0.031410 17
attract 0.042949 15
attribut 0.012179 17
attun 0.001923 18
auction 0.021154 16
audienc 0.069231 13
audio 0.007692 15
audit 0.003205 16
audition 0.002564 18
auditorium 0.000641 19
audrei 0.002564 17
aug 0.012821 14
august 0.076282 12
augusto 0.003205 15
aunt 0.005128 14
aura 0.002564 17
aural 0.001923 18
aureu 0.002564 16
auschwitz 0.000641 17
auspici 0.003205 15
aussie 0.002564 16
austin 0.008974 13
australia 0.000641 15
australian 0.000641 16
austria 0.007051 14
austrian 0.003205 16
auteur 0.003846 15
authent 0.003205 16
author 0.144872 11
authoritarian 0.000641 16
auto 0.006410 15
autobiograph 0.000641 19
autobiographi 0.000641 20
autoimmun 0.000641 21
automak 0.002564 18
automat 0.005769 17
automobil 0.000641 19
automot 0.003205 18
autumn 0.006410 16
avail 0.064744 14
avalanch 0.004487 15
averag 0.103846 13
avert 0.003846 15
avoid 0.055769 14
aw 0.000641 17
await 0.014103 16
awak 0.000641 18
awaken 0.002564 17
awar 0.022436 15
award 0.106410 12
awash 0.001923 18
awfulli 0.002564 17
awkward 0.003205 16
ayn 0.003205 17
azt 0.001923 18
babe 0.000641 19
babi 0.038462 15
babyfac 0.001923 24
babyhood 0.002564 23
bachelor 0.002564 22
bachman 0.002564 23
backbeat 0.001923 24
backdrop 0.005128 21
backer 0.007051 20
background 0.000641 23
backhand 0.003846 22
backlash 0.001923 23
backstag 0.005769 21
backstreet 0.000641 22
backup 0.007692 19
backward 0.002564 21
backyard 0.001923 22
bacon 0.005128 20
bacteri 0.010256 18
bacteria 0.015385 17
bad 0.037821 16
baddour 0.001923 21
badge 0.001923 22
badli 0.008333 20
baffl 0.001923 21
bag 0.008333 19
baggag 0.006410 20
bai 0.010256 18
bail 0.001923 20
baker 0.006410 19
balanc 0.016026 17
baldwin 0.008333 20
balfour 0.001923 22
balkan 0.007051 21
ball 0.010897 19
ballad 0.008333 20
ballet 0.003205 22
ballot 0.002564 23
ballroom 0.005128 21
ballyhoo 0.002564 23
balmor 0.003205 22
baltimor 0.012179 18
ban 0.038462 14
banana 0.002564 16
banc 0.002564 15
band 0.039103 13
bandwagon 0.000641 16
bang 0.002564 15
bangeman 0.001923 16
bank 0.039103 14
banker 0.002564 18
bankruptci 0.000641 19
banner 0.008333 17
bantam 0.002564 18
bar 0.018590 16
barb 0.001923 17
barbara 0.029487 15
barber 0.001923 19
barbie 0.003846 18
barbra 0.002564 19
bare 0.012179 17
bargain 0.007051 18
bark 0.001923 20
barne 0.006410 19
barnei 0.001923 24
barnet 0.003205 23
baromet 0.001923 24
baron 0.003205 22
barrag 0.003846 21
barrel 0.006410 20
barri 0.016667 16
barrier 0.006410 17
barrymor 0.002564 19
bart 0.005128 18
bas 0.162821 10
base 0.022436 16
basebal 0.012179 18
bash 0.005769 19
basi 0.019231 17
basic 0.026282 15
basing 0.001923 20
basket 0.004487 19
basketbal 0.000641 21
basque 0.002564 20
bass 0.006410 18
bassist 0.002564 22
bat 0.000641 23
batch 0.002564 21
bate 0.002564 20
bath 0.000641 23
bathroom 0.001923 22
bathtub 0.001923 21
batman 0.003205 19
batten 0.001923 20
batter 0.007692 17
batteri 0.009615 16
battl 0.007051 17
battle 0.038462 14
battlefield 0.000641 19
bavarian 0.001923 18
baylor 0.004487 17
bbc 0.021154 16
beach 0.007692 17
beacon 0.001923 19
beam 0.007692 18
bear 0.021154 15
beate 0.042949 13
beaten 0.010897 17
beatle 0.014103 16
beau 0.005769 17
beauti 0.030128 15
beautifulli 0.000641 19
beaver 0.003205 18
beck 0.003205 17
becker 0.004487 16
becki 0.001923 17
becom 0.032051 14
bed 0.013462 15
bedroom 0.002564 18
beef 0.003846 17
beer 0.008333 16
beforehand 0.000641 18
befriend 0.002564 17
beg 0.001923 18
begin 0.126923 12
beglei 0.005128 15
begun 0.021795 14
behalf 0.011538 15
behav 0.007692 16
behavior 0.024359 13
behemoth 0.001923 16
beij 0.012821 15
belaru 0.002564 17
belat 0.007692 16
beleagu 0.003205 18
belgian 0.004487 17
belgium 0.014103 14
belief 0.007051 15
believ 0.131410 11
bell 0.014103 15
belong 0.009615 16
belov 0.003205 18
below 0.000641 19
belt 0.008974 17
bemoan 0.002564 18
ben 0.014103 14
benchmark 0.000641 17
bend 0.006410 16
beneath 0.002564 17
benefici 0.009615 15
benefit 0.085256 13
benign 0.003846 21
benjamin 0.007051 20
benkoe 0.001923 23
bennet 0.003846 22
bent 0.003205 23
benz 0.001923 24
bereav 0.001923 25
berendt 0.005128 21
berg 0.001923 23
bergman 0.002564 22
berlin 0.014103 19
bermuda 0.001923 22
bernard 0.007051 21
bernie 0.005769 22
bernstein 0.000641 25
berri 0.003205 24
bert 0.003846 23
bertelsman 0.000641 25
beset 0.001923 24
besid 0.010256 20
bess 0.003205 22
best 0.003846 21
bestsell 0.027564 18
bet 0.007692 19
beta 0.003205 22
beth 0.001923 24
bethesda 0.002564 23
betrai 0.002564 24
bette 0.005128 21
better 0.002564 22
betti 0.007692 20
beverli 0.031410 17
bewild 0.003205 18
beyond 0.032051 16
bias 0.001923 18
bible 0.004487 17
bid 0.032692 15
bierbaum 0.003846 17
bigger 0.019872 16
biggest 0.060897 14
bilater 0.001923 16
bilingu 0.001923 15
bill 0.109615 12
billboard 0.000641 15
billi 0.023718 14
billion 0.074359 13
billionair 0.000641 19
bin 0.001923 18
bind 0.010256 17
bing 0.001923 19
binge 0.001923 20
biochem 0.001923 21
biochemistri 0.000641 22
biograph 0.003205 18
biographi 0.000641 19
biolog 0.010897 16
biologi 0.009615 17
biologist 0.001923 21
biomed 0.003846 20
biondi 0.002564 21
biopic 0.004487 19
biopsi 0.003205 20
bip 0.001923 21
bipartisan 0.000641 22
bird 0.005769 18
birdie 0.001923 19
birth 0.030128 15
birthdai 0.000641 17
bisexu 0.003846 16
bishop 0.001923 17
bit 0.048077 14
bite 0.009615 15
bitter 0.008333 17
bittersweet 0.000641 18
bizarr 0.008974 16
bize 1.000000 4
black 0.060256 11
blackhawk 0.000641 16
blacklist 0.000641 17
bladder 0.003205 15
blair 0.006410 14
blake 0.003846 15
blam 0.014744 13
blame 0.014103 14
blank 0.003205 18
blasphem 0.003205 17
blast 0.012821 16
blazer 0.003846 19
bleak 0.001923 20
bled 0.001923 21
bleed 0.006410 18
blend 0.008333 17
bless 0.003846 19
blew 0.005128 18
blind 0.013462 15
blink 0.002564 17
blip 0.001923 18
blitz 0.005769 16
bln 0.003846 17
block 0.055128 12
blockag 0.002564 15
blockbust 0.000641 17
blocker 0.001923 16
blond 0.003846 14
blonde 0.005128 13
blood 0.066667 10
bloodi 0.008333 15
blossom 0.001923 16
blow 0.010256 14
blue 0.026282 13
blunt 0.005769 14
bluntli 0.002564 16
blur 0.001923 17
bmg 0.000641 18
bmi 0.003205 15
board 0.038462 12
boast 0.008333 13
boate 0.000641 14
bob 0.061538 11
bobbi 0.007051 13
bode 0.000641 14
bodi 0.058333 12
bodyguard 0.000641 21
boe 0.002564 20
boffo 0.001923 23
bog 0.001923 22
bogdanovich 0.000641 23
bogei 0.002564 21
bohdan 0.003205 19
bohemian 0.003205 18
boi 0.000641 19
bold 0.003846 17
bologna 0.001923 18
bolster 0.007051 16
bomb 0.007051 15
bombard 0.001923 16
bon 0.000641 17
bond 0.017949 14
bone 0.028846 13
bonham 0.005128 14
bonnie 0.003846 15
bono 0.003205 17
bonus 0.003205 16
boo 0.001923 17
boogie 0.000641 18
book 0.100000 9
bookend 0.001923 15
booker 0.005128 14
booksell 0.002564 16
bookshelv 0.000641 17
bookstor 0.003205 15
bookworm 0.001923 16
boom 0.007692 13
boon 0.002564 14
boost 0.042949 12
boot 0.003205 16
bootleg 0.002564 17
